numero_section	nom_section	contexte_1	contexte_2	classe	notes
2340	Blanchisseries et laveries de linge à l’exclusion du nettoyage à sec visé par la rubrique 2345.	Lorsque l’installation est raccordée à une station d’épuration autonome.	supérieur à 100 kg/j mais inférieure ou égale à 500 kg/j	2ème classe	La capacité de lavage du linge étant : | La capacité de lavage du linge étant :
2340	Blanchisseries et laveries de linge à l’exclusion du nettoyage à sec visé par la rubrique 2345.	Lorsque l’installation est raccordée à une station d’épuration collective publique, la capacité de lavage du linge étant supérieure à 500 kg/j		2ème classe	La capacité de lavage du linge étant : | La capacité de lavage du linge étant :
2345	Utilisation de solvants pour le nettoyage à sec et le traitement des textiles ou vêtements.	supérieure à 50 kg		1ère classe	La capacité nominale totale des machines présentes dans l’installation étant : | La capacité nominale totale des machines présentes dans l’installation étant : | Nota : | la capacité nominale est calculée conformément à la norme NF G 45-010 de février 1982 relative au matériel pour l’industrie textile et matériel connexe « matériel de nettoyage à sec- définitions et contrôle des caractéristiques de capacité de consommation d’une machine »
2345	Utilisation de solvants pour le nettoyage à sec et le traitement des textiles ou vêtements.	supérieure à 0,5 kg, mais inférieure ou égale à 50 kg		2ème classe	La capacité nominale totale des machines présentes dans l’installation étant : | La capacité nominale totale des machines présentes dans l’installation étant : | Nota : | la capacité nominale est calculée conformément à la norme NF G 45-010 de février 1982 relative au matériel pour l’industrie textile et matériel connexe « matériel de nettoyage à sec- définitions et contrôle des caractéristiques de capacité de consommation d’une machine »
2350	Tanneries, mégisseries, et toute opération de préparation des cuirs et peaux			1ère classe	Exclus de cette rubrique : | les opérations de salage en annexe des abattoirs et de la teinture.
2351	Teinture et pigmentation de peaux.		supérieure à 1 000 kg / jour	1ère classe	La capacité de production étant : | La capacité de production étant :
2351	Teinture et pigmentation de peaux.		supérieure à 100 kg / jour, mais inférieure ou égale à 1 000 kg / jour	2ème classe	La capacité de production étant : | La capacité de production étant :
2352	Fabrication d'extraits tannants			1ère classe	Nota : | Cette rubrique comprend les dépôts de peaux salées en annexe des abattoirs.
2360	Ateliers de fabrication de chaussures, maroquinerie ou travail des cuirs et des peaux.		supérieure ou égale à 200 kW	1ère classe	La puissance installée pour alimenter l’ensemble des machines étant : | La puissance installée pour alimenter l’ensemble des machines étant :
2360	Ateliers de fabrication de chaussures, maroquinerie ou travail des cuirs et des peaux.		supérieure ou égale à 40 kW mais inférieure à 200 kW	2ème classe	La puissance installée pour alimenter l’ensemble des machines étant : | La puissance installée pour alimenter l’ensemble des machines étant :
2410	Atelier où l’on travaille le bois ou matériaux combustibles analogues.		supérieure à 200 kW	1ère classe	La puissance installée pour alimenter l’ensemble des machines étant : | La puissance installée pour alimenter l’ensemble des machines étant :
2410	Atelier où l’on travaille le bois ou matériaux combustibles analogues.		supérieure à 20 kW, mais inférieure ou égale à 200 kW	2ème classe	La puissance installée pour alimenter l’ensemble des machines étant : | La puissance installée pour alimenter l’ensemble des machines étant :
2415	Installations de mise en oeuvre de produits de préservation du bois et matériaux dérivés.		supérieure à 1 000 litres	1ère classe	La quantité de produits susceptible d’être présente dans l’installation étant : | La quantité de produits susceptible d’être présente dans l’installation étant :
2415	Installations de mise en oeuvre de produits de préservation du bois et matériaux dérivés.		supérieure à 200 litres, mais inférieure ou égale à 1 000 litres	2ème classe	La quantité de produits susceptible d’être présente dans l’installation étant : | La quantité de produits susceptible d’être présente dans l’installation étant :
2420	Charbon de bois (fabrication du - ).	Par des procédés de fabrication en continu		1ère classe	La capacité totale des enceintes où s’effectue la carbonisation étant :
2420	Charbon de bois (fabrication du - ).	Par des procédés de fabrication à fonctionnement en discontinu.	supérieure à 100 m3	1ère classe	La capacité totale des enceintes où s’effectue la carbonisation étant : | La capacité totale des enceintes où s’effectue la carbonisation étant :
2420	Charbon de bois (fabrication du - ).	Par des procédés de fabrication à fonctionnement en discontinu.	supérieure à 5 m3 mais inférieure ou égale à 100 m3	2ème classe	La capacité totale des enceintes où s’effectue la carbonisation étant : | La capacité totale des enceintes où s’effectue la carbonisation étant :
2440	Fabrication de papier, carton			1ère classe	
2445	Papier, carton (transformation du )		supérieure à 20 tonnes / jour	1ère classe	La capacité maximale de production étant : | La capacité maximale de production étant :
2445	Papier, carton (transformation du )		supérieure à 1 tonne / jour, mais inférieure ou égale à 20 tonnes / jour	2ème classe	La capacité maximale de production étant : | La capacité maximale de production étant :
2450	Imprimeries ou ateliers de reproduction graphique sur tout support tel que métal, papier, carton, matières plastiques, textiles, etc…, utilisant une forme imprimante.	Offset utilisant des rotatives à séchage thermique		1ère classe	La quantité totale de produits consommée pour revêtir le support étant : | Nota : | Pour les produits qui contiennent moins de 10 % de solvants organiques au moment de leur emploi, la quantité à retenir pour établir le classement sous les paragraphes 2 et 3 correspond à la quantité consommée dans l’installation, divisée par deux.
2450	Imprimeries ou ateliers de reproduction graphique sur tout support tel que métal, papier, carton, matières plastiques, textiles, etc…, utilisant une forme imprimante.	Héliogravure, flexographie et opérations connexes aux procédés d’impression quels qu’ils soient comme la fabrication de complexes par contre collage ou le vernissage.	supérieure à 200 kg / jour	1ère classe	La quantité totale de produits consommée pour revêtir le support étant : | La quantité totale de produits consommée pour revêtir le support étant : | Nota : | Pour les produits qui contiennent moins de 10 % de solvants organiques au moment de leur emploi, la quantité à retenir pour établir le classement sous les paragraphes 2 et 3 correspond à la quantité consommée dans l’installation, divisée par deux.
2450	Imprimeries ou ateliers de reproduction graphique sur tout support tel que métal, papier, carton, matières plastiques, textiles, etc…, utilisant une forme imprimante.	Héliogravure, flexographie et opérations connexes aux procédés d’impression quels qu’ils soient comme la fabrication de complexes par contre collage ou le vernissage.	supérieure à 50 kg / jour, mais inférieure ou égale à 200 kg / jour	2ème classe	La quantité totale de produits consommée pour revêtir le support étant : | La quantité totale de produits consommée pour revêtir le support étant : | Nota : | Pour les produits qui contiennent moins de 10 % de solvants organiques au moment de leur emploi, la quantité à retenir pour établir le classement sous les paragraphes 2 et 3 correspond à la quantité consommée dans l’installation, divisée par deux.
2450	Imprimeries ou ateliers de reproduction graphique sur tout support tel que métal, papier, carton, matières plastiques, textiles, etc…, utilisant une forme imprimante.	Autres procédés, y compris les techniques offset non visées en 1. La quantité d’encres consommée étant :	supérieure ou égale à 400 kg / jour	1ère classe	La quantité totale de produits consommée pour revêtir le support étant : | La quantité totale de produits consommée pour revêtir le support étant : | Nota : | Pour les produits qui contiennent moins de 10 % de solvants organiques au moment de leur emploi, la quantité à retenir pour établir le classement sous les paragraphes 2 et 3 correspond à la quantité consommée dans l’installation, divisée par deux.
2450	Imprimeries ou ateliers de reproduction graphique sur tout support tel que métal, papier, carton, matières plastiques, textiles, etc…, utilisant une forme imprimante.	Autres procédés, y compris les techniques offset non visées en 1. La quantité d’encres consommée étant :	supérieure à 100 kg / jour, mais inférieure ou égale à 400 kg / jour	2ème classe	La quantité totale de produits consommée pour revêtir le support étant : | La quantité totale de produits consommée pour revêtir le support étant : | Nota : | Pour les produits qui contiennent moins de 10 % de solvants organiques au moment de leur emploi, la quantité à retenir pour établir le classement sous les paragraphes 2 et 3 correspond à la quantité consommée dans l’installation, divisée par deux.
2515	Broyage, concassage, criblage, ensachage, pulvérisation, nettoyage, tamisage, mélange de pierres, cailloux, minerais et autres produits minéraux naturels ou artificiels ou de déchets non dangereux inertes.		supérieure à 200 kW	1ère classe	La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation étant : | La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation étant :
2515	Broyage, concassage, criblage, ensachage, pulvérisation, nettoyage, tamisage, mélange de pierres, cailloux, minerais et autres produits minéraux naturels ou artificiels ou de déchets non dangereux inertes.		supérieure à 40 kW, mais inférieure ou égale à 200 kW	2ème classe	La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation étant : | La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation étant :
